,player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain
657,Pau Torres,Villarreal,La_liga,34,2971,2,2,1,1.727370262145996,2.0888884365558624,1.727370262145996,0.0523269349017636,0.06327834375295444,0.0523269349017636,D S,10,11,6,0,11.220812540501356,11.340358544141054
658,Luka Jovic,Real Madrid,La_liga,17,410,2,2,1,2.749422322958708,1.5912319272756577,2.749422322958708,0.6035317294299603,0.34929481330441264,0.6035317294299603,F S,14,5,2,0,1.3673295490443707,4.316084712743759
659,Federico Valverde,Real Madrid,La_liga,33,1897,2,2,5,1.9886517515406013,3.5550178699195385,1.9886517515406013,0.09434826443787776,0.16866189156181258,0.09434826443787776,F M S,22,20,1,0,6.865320159122348,11.682359978556633
660,Franck Zambo,Villarreal,La_liga,36,2582,2,2,0,2.9461997523903847,0.6159119363874197,2.9461997523903847,0.10269480159377793,0.021468657736199756,0.10269480159377793,M S,30,17,6,0,11.304696079343557,13.370562018826604
661,José Arnáiz,"Leganes,Osasuna",La_liga,26,1107,2,2,1,2.188679479062557,1.0012416746467352,2.188679479062557,0.17794142106199654,0.08140176216640123,0.17794142106199654,F M S,31,15,4,0,0.8005827683955431,3.208441311493516
662,Kiko Olivas,Real Valladolid,La_liga,35,2934,2,2,0,1.415799212642014,0.1164996437728405,1.415799212642014,0.043429423700675276,0.0035736087046883587,0.043429423700675276,D S,9,3,2,0,4.178209417499602,4.28622024320066
663,Rubén Alcaraz,Real Valladolid,La_liga,27,1922,2,2,2,2.0628877375274897,0.825556768104434,2.0628877375274897,0.09659724057100628,0.0386577050621223,0.09659724057100628,M S,33,16,10,0,4.367641161195934,6.024394447915256
664,Gonzalo Melero,Levante,La_liga,25,1235,2,1,1,3.043441175483167,1.9937744420021772,2.3001635065302253,0.2217892354603118,0.1452953034657457,0.16762325148803262,F M S,18,12,4,0,2.851232588291168,5.693599343299866
665,Sergio Reguilón,Sevilla,La_liga,31,2510,2,2,4,2.4599780421704054,4.095350135117769,2.4599780421704054,0.08820638398220577,0.14684522396836622,0.08820638398220577,D M S,28,40,8,0,6.411644030362368,11.071529658511281
666,Joaquín Fernández,Real Valladolid,La_liga,20,1662,2,2,0,0.6073466502130032,0.09138745069503784,0.6073466502130032,0.03288880777326732,0.004948778918503855,0.03288880777326732,D M S,10,4,9,0,1.7587185129523277,1.8171836528927088
667,Lee Kang-In,Valencia,La_liga,17,420,2,2,0,1.112540758214891,0.5011452352628112,1.112540758214891,0.23840159104604805,0.10738826469917383,0.23840159104604805,F M S,11,6,1,2,1.1109963059425354,2.6012861682102084
668,Yangel Herrera,Granada,La_liga,30,2398,2,2,3,1.5904105165973306,2.105780955404043,1.5904105165973306,0.059690136152527,0.07903264636629019,0.059690136152527,M S,33,18,14,0,4.225102996453643,6.917459027841687
669,Frenkie de Jong,Barcelona,La_liga,29,2126,2,2,2,1.2823953814804554,2.7863541338592768,1.2823953814804554,0.05428766901845766,0.11795478459423091,0.05428766901845766,M S,4,25,1,1,10.860540313646197,13.433935666456819
670,Manu Vallejo,Valencia,La_liga,11,403,2,2,0,1.9359984993934631,0.6558038853108883,1.9359984993934631,0.43235698497620767,0.14645744336967728,0.43235698497620767,F M S,8,4,0,0,0.6082691010087729,3.1397094912827015
671,Germán Sánchez,Granada,La_liga,28,2299,2,2,0,1.2966334205120802,0.4732243251055479,1.2966334205120802,0.050759899019611664,0.018525528168551245,0.050759899019611664,D S,10,5,10,1,3.0327990911900997,3.3676463775336742
672,Hernâni,Levante,La_liga,20,632,2,2,0,1.6799806989729404,2.5191251300275326,1.6799806989729404,0.23923775776513392,0.35873617357987014,0.23923775776513392,F M S,22,11,1,1,1.1461902549490333,4.09909750148654
673,Rodrygo,Real Madrid,La_liga,19,1027,2,2,0,3.1015818640589714,1.341927707195282,3.1015818640589714,0.27180366871013384,0.11759833850786308,0.27180366871013384,F S,16,14,0,0,4.278631761670113,6.609294023364782
674,Iñigo Pérez,Osasuna,La_liga,22,1064,2,2,1,1.0757134007290006,0.6365123651921749,1.0757134007290006,0.09099079517444554,0.05384033164219525,0.09099079517444554,D M S,19,15,4,0,3.2654620558023453,4.467537522315979
675,Roger Assalé,Leganes,La_liga,14,488,2,2,1,1.3377065919339657,1.07443942502141,1.3377065919339657,0.24670818293864122,0.19815481199165347,0.24670818293864122,F M S,11,6,1,0,1.1987906955182552,3.4637901186943054
676,Chicharito,Sevilla,La_liga,9,452,1,1,0,3.143813914619386,0.11999892443418503,3.143813914619386,0.6259806467162494,0.023893591148399673,0.6259806467162494,F S,13,3,0,0,0.15418926440179348,3.363685142248869
677,Gabriel,Valencia,La_liga,33,2803,1,1,1,0.8849097574129701,0.02683042548596859,0.8849097574129701,0.02841308532542537,0.0008614835154253204,0.02841308532542537,D S,8,1,5,0,8.003967412747443,8.003967412747443
678,Kenedy,Getafe,La_liga,19,551,1,1,3,0.9432265590876341,2.0048472210764885,0.9432265590876341,0.1540660441340963,0.3274705079798257,0.1540660441340963,M S,14,10,2,0,2.9135958030819893,5.201807612553239
679,Eden Hazard,Real Madrid,La_liga,16,1101,1,1,3,2.4129370115697384,3.0678019635379314,2.4129370115697384,0.1972428074852647,0.2507740024690407,0.1972428074852647,F M S,19,21,0,0,4.437423238530755,8.582586638629436
680,Juanmi,Real Betis,La_liga,8,247,1,1,0,1.2556708008050919,0.052927061915397644,1.2556708008050919,0.45753187073869744,0.019285164260671207,0.45753187073869744,M S,7,1,0,1,0.12069729808717966,0.6389061817899346
681,Suso,Sevilla,La_liga,17,781,1,1,1,0.952238317579031,1.8135482370853424,0.952238317579031,0.1097329687350996,0.208987632954777,0.1097329687350996,F M S,14,18,0,0,0.754996296018362,2.777831146493554
682,Jeison Murillo,Celta Vigo,La_liga,18,1530,1,1,0,0.3450925601646304,0.12921180948615074,0.3450925601646304,0.02029956236262532,0.007600694675655926,0.02029956236262532,D S,9,2,5,0,1.3779712244868279,1.4836192689836025
683,Geoffrey Kondogbia,Valencia,La_liga,27,1809,1,1,1,1.0508373165503144,0.20481288898736238,1.0508373165503144,0.052280463509965895,0.010189695969520516,0.052280463509965895,M S,19,6,5,0,4.503295104950666,4.99884659377858
684,Raúl Albiol,Villarreal,La_liga,36,3238,1,1,0,2.6791403759270906,0.38672107458114624,2.6791403759270906,0.07446653299364983,0.01074888718724619,0.07446653299364983,D,15,4,9,0,9.687042636796832,9.734063683077693
685,Jonathan Calleri,Espanyol,La_liga,27,1823,1,1,3,4.010095052421093,2.6412369096651673,4.010095052421093,0.19797507115627996,0.13039567848045258,0.19797507115627996,F S,47,17,4,1,1.637857686728239,7.0600500628352165
686,Facundo Roncaglia,Osasuna,La_liga,16,1285,1,1,0,0.04752442706376314,0.31706477236002684,0.04752442706376314,0.0033285590939600646,0.022206871215877368,0.0033285590939600646,D S,3,4,2,2,0.6944743413478136,1.0435966942459345
687,Sergio Escudero,Sevilla,La_liga,11,771,1,1,0,0.3359011057764292,0.6461948063224554,0.3359011057764292,0.03921024581047811,0.07543130034892476,0.03921024581047811,D S,8,6,2,0,3.199218863621354,3.898719036951661
688,Vicente Iborra,Villarreal,La_liga,34,2689,1,1,2,3.5264681093394756,1.095212321728468,3.5264681093394756,0.1180297991225559,0.03665641835461589,0.1180297991225559,M S,21,10,10,0,10.06174686178565,12.98859879001975
689,Coke,Levante,La_liga,17,986,1,1,0,1.520163670182228,0.27569794841110706,1.520163670182228,0.13875733297809384,0.025165127136916467,0.13875733297809384,D S,9,7,3,0,2.7326675206422806,3.888697799295187
690,Rubén Pérez,Leganes,La_liga,26,2195,1,0,1,1.1032730741426349,0.42869977187365294,0.3599954703822732,0.045236709190358604,0.01757766718388554,0.014760634320913252,M S,20,7,9,0,3.035214993171394,3.587537639774382
691,Edgar Méndez,Alaves,La_liga,16,866,1,1,0,0.38463817816227674,0.7129127830266953,0.38463817816227674,0.03997394461270774,0.07409024303972583,0.03997394461270774,M S,9,5,3,0,0.7012580782175064,1.5940176583826542
692,Robert Ibáñez,Osasuna,La_liga,14,529,1,1,0,1.2532703690230846,0.28628416545689106,1.2532703690230846,0.2132218019131902,0.048706190720454054,0.2132218019131902,M S,8,4,3,0,1.6766469664871693,2.253371210768819
693,Gerard Piqué,Barcelona,La_liga,35,3102,1,1,0,2.5585095826536417,0.38476899825036526,2.5585095826536417,0.07423141922592771,0.011163510587534776,0.07423141922592771,D,14,5,15,0,14.439008696004748,15.995200077071786
694,Ivan Rakitic,Barcelona,La_liga,31,1576,1,1,3,2.2783848429098725,1.447046434506774,2.2783848429098725,0.13011080955703586,0.08263590044772186,0.13011080955703586,M S,24,18,5,0,8.770491702482104,11.641495594754815
695,Sergi Roberto,Barcelona,La_liga,30,2346,1,1,2,0.6544088087975979,1.8676267080008984,0.6544088087975979,0.025105197268450046,0.07164808342714443,0.025105197268450046,D M S,6,25,7,0,11.499908925034106,12.843039953149855
696,Papakouly Diop,Eibar,La_liga,30,2260,1,1,0,0.9210095754824579,0.42097453121095896,0.9210095754824579,0.036677372474965136,0.01676447248185235,0.036677372474965136,M S,28,15,7,0,1.5660230219364166,2.3963244473561645
697,Iván Ramis,Eibar,La_liga,7,463,1,1,0,0.2054823338985443,0.08077051490545273,0.2054823338985443,0.039942570304252675,0.015700532055055606,0.039942570304252675,D S,4,1,1,0,0.39712025970220566,0.4778907746076584
698,Sergi Enrich,Eibar,La_liga,30,1873,1,1,4,3.0365816419944167,2.2829120736569166,3.0365816419944167,0.14591155781073012,0.10969678944427255,0.14591155781073012,F S,28,11,6,0,0.9439065651968122,4.6391177121549845
699,Diego Llorente,Real Sociedad,La_liga,29,2330,1,1,1,1.458631650544703,0.4250421645119786,1.458631650544703,0.05634199508541771,0.01641793768501205,0.05634199508541771,D S,10,5,4,1,7.061356188729405,7.091967264190316
700,Damián Suárez,Getafe,La_liga,30,2614,1,1,4,0.9360413188114762,3.529914048500359,0.9360413188114762,0.03222789544492458,0.12153491368210877,0.03222789544492458,D M,21,33,15,0,3.9428517315536737,5.683818110264838
701,Pedro León,Eibar,La_liga,31,1925,1,1,2,3.054144198074937,3.160612612962723,3.054144198074937,0.14279115731259445,0.14776890138527016,0.14279115731259445,F M S,37,40,4,0,2.041303036734462,5.693726291880012
702,Guerrero,Leganes,La_liga,13,793,1,1,0,2.530081231147051,0.7184436097741127,1.7869315333664417,0.2871466718830196,0.0815383668091679,0.20280433543881432,F S,14,8,0,0,1.6339182425290346,3.7347309552133083
703,Esteban Granero,Espanyol,La_liga,11,475,1,1,0,1.3368745371699333,0.42048627929762006,1.3368745371699333,0.2533025438848295,0.07967108449849643,0.2533025438848295,M S,7,10,5,0,0.48652269784361124,2.039703767746687
704,Nacho,Real Madrid,La_liga,6,434,1,1,0,0.561018692329526,0.5023822486400604,0.561018692329526,0.11634028181948695,0.10418065063964387,0.11634028181948695,D S,6,3,3,0,0.8651551082730293,0.9404657557606697
705,James Rodríguez,Real Madrid,La_liga,8,418,1,1,1,1.2141346912831068,2.145772062242031,1.2141346912831068,0.2614165603241139,0.46200833876024594,0.2614165603241139,F M S,9,14,1,0,2.4955036593601108,4.867493261583149
706,Isco,Real Madrid,La_liga,23,1185,1,1,2,2.3804168067872524,2.241395067423582,2.3804168067872524,0.18079114988257614,0.170232536766348,0.18079114988257614,F M S,23,23,2,0,4.88537391833961,7.431224392727017
707,Marcelo,Real Madrid,La_liga,15,1303,1,1,2,0.5286952452734113,1.7676767650991678,0.5286952452734113,0.036517706887649284,0.1220958625164429,0.036517706887649284,D,17,26,2,0,7.109505869448185,8.437043737620115
708,Daniel Carvajal,Real Madrid,La_liga,31,2745,1,1,5,2.795821559615433,5.442447431385517,2.795821559615433,0.09166628064312896,0.17844089938968907,0.09166628064312896,D,20,41,11,0,14.077427543699741,18.386897683143616
709,Yannick Carrasco,Atletico Madrid,La_liga,15,620,1,1,2,1.3936801105737686,1.0548988748341799,1.3936801105737686,0.20230840314780513,0.15313048183076805,0.20230840314780513,M S,17,11,2,0,0.28951465152204037,2.1999403536319733
710,Daniel Wass,Valencia,La_liga,35,2725,1,1,6,1.6690657073631883,2.976237555965781,1.6690657073631883,0.05512510593126126,0.0982977541419891,0.05512510593126126,D M S,16,20,7,0,7.635868704877794,10.033234204165637
711,Nemanja Radoja,Levante,La_liga,26,1991,1,1,0,0.06384260207414627,0.48823513835668564,0.06384260207414627,0.002885903659805708,0.02206989575695716,0.002885903659805708,M S,1,5,3,0,5.147992166690528,5.6362273236736655
712,Denis Suárez,Celta Vigo,La_liga,26,1646,1,1,5,2.075928721576929,5.194650272838771,1.332651074975729,0.1135076457727361,0.2840331254893617,0.07286670519308361,F M S,20,42,3,0,2.594782362692058,6.59741431940347
713,Sidnei,Real Betis,La_liga,14,1184,1,1,0,0.3699491210281849,0.04184529185295105,0.3699491210281849,0.028121132510588377,0.0031808076577412117,0.028121132510588377,D,5,1,0,0,3.618424193933606,3.829144762828946
714,Roque Mesa,Leganes,La_liga,29,2017,1,1,3,1.4078227169811726,2.1200320962816477,1.4078227169811726,0.06281806868036963,0.09459736671559162,0.06281806868036963,M S,27,28,11,0,3.8103533405810595,6.647956967353821
715,Rúben Vezo,Levante,La_liga,29,2610,1,1,0,1.4895011521875858,0.6875936039723456,1.4895011521875858,0.05136210869612365,0.02371012427490847,0.05136210869612365,D,12,3,4,0,5.64659752137959,5.68337607383728
716,Zouhair Feddal,Real Betis,La_liga,17,1437,1,1,3,0.7916301991790533,0.710571386385709,0.7916301991790533,0.049580179489293524,0.04450342712227823,0.049580179489293524,D S,10,7,8,1,3.3951211012899876,3.9716446679085493
717,Aduriz,Athletic Club,La_liga,14,180,1,1,0,1.2895723208785057,0,0.5462947115302086,0.6447861604392529,0.0,0.2731473557651043,S,7,0,3,0,0.36898234486579895,0.7676871716976166
718,Toni Lato,Osasuna,La_liga,8,484,1,1,0,0.5593377128243446,0.25932447239756584,0.5593377128243446,0.10400907883097317,0.04822149280120026,0.10400907883097317,D M S,4,4,3,0,1.0407627522945404,1.387427430599928
719,Tomás Pina,Alaves,La_liga,20,1359,1,1,0,0.9880848601460457,0.531147912144661,0.9880848601460457,0.0654360834533805,0.035175358420176224,0.0654360834533805,M S,2,5,4,1,1.215675987303257,1.308401858434081
720,Iñigo Martínez,Athletic Club,La_liga,33,2970,1,1,1,2.3996918126940727,0.7101501766592264,2.3996918126940727,0.0727179337180022,0.021519702323006863,0.0727179337180022,D,27,10,10,0,3.358795616775751,4.0531085873954
721,Denis Cheryshev,Valencia,La_liga,24,889,1,1,2,3.667742323130369,1.5069918930530548,3.667742323130369,0.3713124961549305,0.15256385868928563,0.3713124961549305,M S,22,6,5,0,1.152080275118351,5.721647737547755
722,Dimitri Foulquier,Granada,La_liga,17,1111,1,1,0,0.41797291301190853,0.40491779148578644,0.41797291301190853,0.03385919187315191,0.03280162127247595,0.03385919187315191,D M S,5,6,4,0,0.7438074629753828,1.566698171198368
723,Alfonso,Real Betis,La_liga,21,1357,1,1,0,1.2967105396091938,0.763304129242897,1.2967105396091938,0.08600143593576083,0.050624444828195087,0.08600143593576083,D M S,16,10,3,0,2.927592270076275,4.583488190546632
724,Raíllo,Mallorca,La_liga,32,2791,1,1,0,2.1818997310474515,0.24403629265725613,2.1818997310474515,0.07035864413983182,0.007869317928754229,0.07035864413983182,D,14,6,7,1,4.1911581214517355,4.763591108843684
725,Anaitz Arbilla,Eibar,La_liga,24,2006,1,1,0,0.6318523827940226,0.26638406701385975,0.6318523827940226,0.028348312288864422,0.011951428729435382,0.028348312288864422,D S,14,6,5,0,2.5825089924037457,2.792722688987851
726,Ousmane Dembélé,Barcelona,La_liga,5,355,1,1,0,1.2961529418826103,0.4256815128028393,1.2961529418826103,0.32860215428009837,0.10791925676691701,0.32860215428009837,F M S,5,8,1,1,0.43070095404982567,1.86900145560503
727,Mauro Arambarri,Getafe,La_liga,35,3081,1,1,1,2.089091648347676,1.7700780555605888,2.089091648347676,0.06102507249311614,0.05170627231433073,0.06102507249311614,M S,47,16,9,1,4.057167952880263,6.035097097977996
728,Guido Carrillo,Leganes,La_liga,24,1194,1,1,2,5.494168194010854,0.7227024640887976,5.494168194010854,0.414133280955592,0.0544750601071958,0.414133280955592,F S,37,11,2,0,1.1373593723401427,5.9956400617957115
729,Pablo Hervías,Real Valladolid,La_liga,25,1000,1,1,0,0.6591434506699443,1.1279374929144979,0.6591434506699443,0.059322910560294984,0.1015143743623048,0.059322910560294984,F M S,19,14,1,0,0.359728024341166,0.8480810355395079
730,Jason,Getafe,La_liga,20,1191,1,1,4,2.010556682944298,2.81892628967762,2.010556682944298,0.15193123548697465,0.21301709997563878,0.15193123548697465,M S,27,24,5,0,0.5748340208083391,2.928118797019124
731,Unai López,Athletic Club,La_liga,26,1835,1,1,4,0.8524488313123584,3.406395463272929,0.8524488313123584,0.04180947946491131,0.16707116713600198,0.04180947946491131,M S,28,34,6,0,3.2625497225672007,4.605880101211369
732,Míchel,Real Valladolid,La_liga,29,2212,1,0,2,1.2173851756379008,2.055845736525953,0.4742354778572917,0.04953194656754569,0.08364652635051345,0.019295295211191797,M S,13,29,6,0,4.313349299132824,5.671394009143114
733,Facundo Ferreyra,Espanyol,La_liga,16,546,1,1,0,1.061483358964324,0.260185182094574,1.061483358964324,0.1749697844446688,0.04288766737822648,0.1749697844446688,F S,7,4,2,0,0.3021525889635086,1.4698768146336079
734,Víctor Laguardia,Alaves,La_liga,31,2664,1,1,2,1.248297748155892,0.8759968280792236,1.248297748155892,0.042172221221482835,0.029594487435108906,0.042172221221482835,D,10,9,9,1,2.281336260959506,2.6366952741518617
735,Rubén Sobrino,Valencia,La_liga,13,142,1,1,0,0.3697706162929535,0.1918527577072382,0.3697706162929535,0.23436165821384375,0.12159681826515097,0.23436165821384375,F S,6,3,0,0,0.15871823579072952,0.41666568256914616
736,Carles Aleñá,"Barcelona,Real Betis",La_liga,21,891,1,1,0,1.3378762304782867,0.07343023736029863,1.3378762304782867,0.13513901317962493,0.007417195692959458,0.13513901317962493,M S,13,4,2,0,2.1588627081364393,2.9446628112345934
737,Sergio León,Levante,La_liga,22,652,1,1,0,2.804626957513392,0.03580847568809986,2.804626957513392,0.38714175793896516,0.004942887748357343,0.38714175793896516,F S,22,2,2,0,0.9625045321881771,3.7671409538015723
738,Mariano,Real Madrid,La_liga,5,36,1,1,0,0.4154888801276684,0.02112649753689766,0.4154888801276684,1.038722200319171,0.05281624384224415,1.038722200319171,S,6,1,1,0,0,0.3462136946618557
739,Víctor Díaz,Granada,La_liga,36,2893,1,1,5,0.79724414460361,4.779079494997859,0.79724414460361,0.024801926378957798,0.1486751311959237,0.024801926378957798,D M S,16,29,4,0,4.842452903278172,7.775902100838721
740,José Ángel,Eibar,La_liga,28,2362,1,1,1,0.7736442359164357,3.155100952833891,0.7736442359164357,0.029478400183098736,0.12021976534930151,0.029478400183098736,D S,24,25,4,0,3.864311020821333,5.401424529030919
741,Kenan Kodro,Athletic Club,La_liga,12,346,1,1,0,0.6088346354663372,0.012558182701468468,0.6088346354663372,0.158367390728238,0.003266579315410873,0.158367390728238,F M S,4,1,0,0,1.0314072910696268,1.6044518444687128
742,Estupiñán,Osasuna,La_liga,36,2965,1,1,5,1.311200387775898,3.6086805160157382,1.311200387775898,0.039800349038728776,0.1095383630493816,0.039800349038728776,D S,19,45,9,0,5.844747478142381,8.664924565237015
743,Alejandro Pozo,"Mallorca,Sevilla",La_liga,22,1535,1,1,2,0.2771232593804598,1.3864481560885906,0.2771232593804598,0.016248269279636077,0.08129011990095972,0.016248269279636077,D M S,7,17,0,0,2.4195356145501137,3.654118150472641
744,Unai García,Osasuna,La_liga,8,534,1,1,0,0.1418415755033493,0.0619298480451107,0.1418415755033493,0.023905883511800445,0.010437614839063601,0.023905883511800445,D S,2,1,0,0,0.4575742706656456,0.4575742706656456
745,Kévin Rodrigues,"Leganes,Real Sociedad",La_liga,27,1937,1,1,2,1.100904505699873,3.0027860030531883,1.100904505699873,0.051151990455853676,0.13952025827299275,0.051151990455853676,D M S,24,33,4,1,1.2271580770611763,4.205499708652496
746,Marc Cardona,Osasuna,La_liga,19,701,1,1,2,1.8765461929142475,1.0688431961461902,1.8765461929142475,0.24092604473934703,0.13722665856370486,0.24092604473934703,F S,12,10,1,0,0.2401784099638462,3.108416206203401
747,Martín Aguirregabiria,Alaves,La_liga,31,2090,1,1,1,0.6967750499024987,0.6973831839859486,0.6967750499024987,0.030004667220681763,0.030030854812792045,0.030004667220681763,D M S,3,10,5,1,1.6982064470648766,2.859636429697275
748,Oliver Burke,Alaves,La_liga,31,1398,1,1,1,2.6434036400169134,1.3093372508883476,2.6434036400169134,0.17017620000108885,0.08429209769667474,0.17017620000108885,F M S,21,6,2,0,1.3032637536525726,4.286849036812782
749,Pere Pons,Alaves,La_liga,30,1031,1,1,1,0.25795406848192215,0.8955237939953804,0.25795406848192215,0.0225178139314966,0.07817375505294301,0.0225178139314966,M S,4,6,3,0,0.2835654690861702,1.3918931894004345
750,Iñigo Córdoba,Athletic Club,La_liga,24,1480,1,1,4,2.3163349330425262,1.6533640623092651,2.3163349330425262,0.1408582053877212,0.10054240919448235,0.1408582053877212,M S,28,12,4,0,2.8952585514634848,5.712781107053161
751,Nélson Semedo,Barcelona,La_liga,32,2097,1,1,2,0.6746817883104086,2.2628621887415648,0.6746817883104086,0.028956299927485347,0.09711854887302852,0.028956299927485347,D S,8,12,2,0,8.582364847883582,9.915666913613677
752,Sergio Postigo,Levante,La_liga,28,2378,1,1,1,1.136540599167347,0.8462981451302767,1.136540599167347,0.0430145727186969,0.03202978682158322,0.0430145727186969,D S,6,10,6,0,4.137541770935059,4.893448852002621
753,Paulo Oliveira,Eibar,La_liga,26,2086,1,1,0,1.361002841964364,0.30009076930582523,1.361002841964364,0.058720160966823,0.012947348627768107,0.058720160966823,D S,12,2,5,1,1.5471200440078974,1.8167123142629862
754,Ferland Mendy,Real Madrid,La_liga,25,1803,1,1,2,0.6407913900911808,2.392842587083578,0.6407913900911808,0.03198625907277109,0.11944305759152636,0.03198625907277109,D S,7,20,6,1,6.480941848829389,8.637461932376027
755,Jules Koundé,Sevilla,La_liga,29,2303,1,1,1,1.9440487623214722,0.3688607942312956,1.9440487623214722,0.07597237890096939,0.014414881233528703,0.07597237890096939,D S,23,4,6,0,5.913280074484646,6.3954496728256345
756,Júnior Firpo,Barcelona,La_liga,17,1016,1,1,1,0.6102102845907211,0.4930463517084718,0.6102102845907211,0.05405406064287884,0.0436753658009473,0.05405406064287884,D S,4,10,5,0,3.6432930938899517,4.387106066569686
757,Oghenekaro Etebo,Getafe,La_liga,10,578,1,1,0,0.8001736048609018,0.5202506817877293,0.8001736048609018,0.12459450594719924,0.08100789162784712,0.12459450594719924,M S,9,3,4,0,1.1109817922115326,2.3601864613592625
758,Jonathan Silva,Leganes,La_liga,33,2797,1,1,2,1.554337645880878,2.4652674570679665,1.554337645880878,0.050014439803102974,0.07932573154669896,0.050014439803102974,D M S,19,30,14,1,3.40982717089355,5.4238941464573145
759,Hugo Duro,Getafe,La_liga,12,364,1,1,1,0.6014661053195596,0.19525370746850967,0.6014661053195596,0.14871414691967133,0.04827701558287327,0.14871414691967133,F S,5,3,3,0,0.034266021102666855,0.24016472417861223
760,Mohammed Salisu,Real Valladolid,La_liga,31,2731,1,1,1,1.195955378934741,0.15735212340950966,1.195955378934741,0.0394126635313536,0.005185533177171684,0.0394126635313536,D S,7,2,4,0,2.185100419446826,2.2224469650536776
761,Néstor Araújo,Celta Vigo,La_liga,34,2898,1,1,2,0.7730587283149362,1.1567057333886623,0.7730587283149362,0.024008035040836526,0.03592253830399572,0.024008035040836526,D S,13,4,10,0,3.169612162746489,3.608572789467871
762,Fran Beltrán,Celta Vigo,La_liga,28,1850,1,1,0,1.3939882833510637,0.6520107788965106,1.3939882833510637,0.06781564621707878,0.031719443297668085,0.06781564621707878,M S,14,12,2,1,3.3921475019305944,5.097434192895889
763,Kenneth Omeruo,Leganes,La_liga,23,1882,1,1,0,0.24492771457880735,0.21970989182591438,0.24492771457880735,0.011712802503768683,0.010506849237158498,0.011712802503768683,D S,4,5,5,0,1.8705703131854534,1.8848801963031292
764,Marc Cucurella,Getafe,La_liga,37,3279,1,1,5,2.184982033446431,4.696626363322139,2.184982033446431,0.05997205947245465,0.12891014720920785,0.05997205947245465,D M,30,52,9,0,7.761201351881027,12.069089016877115
765,Adrià Pedrosa,Espanyol,La_liga,20,1069,1,1,0,1.3734786547720432,0.20793804060667753,1.3734786547720432,0.11563431144011589,0.01750647675827968,0.11563431144011589,D M S,12,5,3,0,1.8607149943709373,3.3108669258654118
766,Javier Avilés,Leganes,La_liga,9,157,1,1,1,0.44974363408982754,0.6179375201463699,0.44974363408982754,0.25781482208971007,0.35423169944696364,0.25781482208971007,F S,5,5,1,0,0.02011101134121418,0.9024189058691263
767,Robin Le Normand,Real Sociedad,La_liga,31,2382,1,1,0,1.377653343603015,0.2201620154082775,1.377653343603015,0.05205239333512651,0.00831846405824726,0.05205239333512651,D S,13,5,6,0,5.251214737072587,5.342786507681012
768,Ander Barrenetxea,Real Sociedad,La_liga,17,414,1,1,0,1.0236408859491348,0.5622569490224123,1.0236408859491348,0.2225306273802467,0.12222977152661137,0.2225306273802467,M S,15,9,1,0,0.49636268988251686,1.6449510417878628
769,Bryan Gil Salvatierra,"Leganes,Sevilla",La_liga,14,602,1,1,0,1.0484048407524824,0.6574446447193623,1.0484048407524824,0.15673826522877643,0.0982890664862834,0.15673826522877643,F M S,14,12,4,0,1.1923058368265629,2.6179017201066017
770,Lucas Olaza,Celta Vigo,La_liga,35,3148,1,1,3,0.8008359875530005,4.100371007807553,0.8008359875530005,0.02289556508251907,0.11722788777086396,0.02289556508251907,D M,18,36,5,0,5.541801469400525,8.23619643971324
771,Carles Pérez,Barcelona,La_liga,10,480,1,1,2,1.2460054084658623,0.3939679004251957,1.2460054084658623,0.23362601408734918,0.07386898132972419,0.23362601408734918,F S,14,7,0,0,2.9075021743774414,4.344369430094957
772,Oihan Sancet,Athletic Club,La_liga,17,740,1,1,1,1.0689729060977697,0.7168599674478173,1.0689729060977697,0.1300102183091882,0.08718567171662643,0.1300102183091882,M S,10,10,1,0,1.723312458023429,3.382104594260454
773,Gabriel Fernández,Celta Vigo,La_liga,20,541,1,1,1,0.9363700821995735,0.4034791588783264,0.9363700821995735,0.15577321145649098,0.06712222606108942,0.15577321145649098,F S,7,2,3,1,0.19887178298085928,1.4739601602777839
774,Iker Losada,Celta Vigo,La_liga,2,10,1,1,0,0.23716877400875092,0,0.23716877400875092,2.1345189660787582,0.0,2.1345189660787582,S,1,0,0,0,0,0.23716877400875092
775,Lumor Agbenyenu,Mallorca,La_liga,23,1815,1,1,0,0.26533651538193226,1.6328036151826382,0.26533651538193226,0.013157182580922262,0.08096546852145313,0.013157182580922262,D S,14,17,3,1,3.163498123176396,4.352696589194238
776,Jon Moncayola,Osasuna,La_liga,27,1484,1,1,0,0.6885527484118938,0.5456314240582287,0.6885527484118938,0.041758589863255015,0.03309085455878746,0.041758589863255015,D M S,13,11,4,0,2.9940087869763374,4.028217932675034
777,Juan Villar,Osasuna,La_liga,10,227,1,0,0,1.1181430257856846,0.17719418928027153,0.37486540898680687,0.4433166181529146,0.07025320279834554,0.14862505202120097,F S,5,3,1,0,1.510261982679367,2.0250715352594852
778,Borja Sainz,Alaves,La_liga,19,540,1,1,0,1.3773375134915113,0.27173109725117683,1.3773375134915113,0.22955625224858522,0.04528851620852947,0.22955625224858522,M S,10,6,1,0,0.22881033271551132,1.4199767783284187
